EVENT_NUMBER	SIZE	DISTANCE	LENGTH	WIDTH	AZWIDTH	MISS	ALPHA
1002	672.976	93.941	51.165	35.735	9787.441	62.196	41.453
1003	707.478	93.02	52.287	34.974	9599.17	64.989	44.347
1004	790.563	95.256	52.244	33.752	10012.532	65.612	43.551
1005	935.903	90.331	47.259	33.291	8976.935	61.239	42.688
1006	736.333	320.553	53.967	33.26	103454.872	292.75	65.923
1007	794.661	93.507	50.026	35.293	9627.065	67.059	45.807
1008	759.668	95.752	51.26	34.88	10069.77	69.16	46.22
1009	774.271	94.718	52.605	34.299	9923.344	65.581	43.789
1010	897.97	92.322	46.753	33.316	9350.309	59.823	40.391
1011	508.415	334.467	40.792	36.207	112666.197	139.674	24.708
1012	729.565	96.66	51.682	35.07	10270.487	68.538	45.154
1013	898.374	91.999	47.32	32.707	9271.706	62.89	43.157
1014	929.128	91.489	48.28	31.858	9191.532	62.18	42.844
1015	733.198	95.444	52.895	33.294	10033.711	67.927	45.398
1016	877.941	90.261	48.064	32.546	8975.492	60.881	42.377
1017	789.247	93.305	51.957	34.849	9631.445	66.304	45.316
1018	477.11	328.188	38.768	36.538	108431.842	177.189	32.684
1019	688.566	97.64	53.244	34.798	10505.681	68.17	44.267
1020	742.601	94.062	53.549	34.611	9816.719	66.045	44.588
1021	710.282	96.021	51.65	34.24	10164.59	64.846	42.454
1022	763.772	94.372	50.015	35.366	9832.65	62.686	41.606
1023	783.834	92.745	51.57	36.027	9553.25	64.131	43.709
1024	914.186	91.553	48.683	31.33	9196.198	63.237	43.709
1025	831.994	91.723	47.773	33.585	9297.998	55.278	37.085
1026	742.704	97.31	52.488	34.03	10415.382	67.483	43.868
1027	742.755	95.462	53.524	34.668	10064.406	68.758	46.054
1028	441.499	328.148	39.467	35.896	108456.9	4.492	0.802
1029	809.549	92.138	52.066	34.556	9390.032	67.508	47.138
1030	772.821	96.038	50.938	35.731	10171.256	64.86	42.454
1031	720.506	94.964	52.589	35.121	9989.183	65.052	43.236
1032	463.448	326.617	39.631	36.914	107454.692	81.743	14.478
1033	798.397	93.307	50.065	36.339	9625.08	64.795	43.948
1034	840.342	91.074	49.687	30.949	9132.285	62.357	43.236
1035	782.255	94.662	49.606	37.079	9890.272	64.588	43.0
1036	1442.91	61.943	116.716	34.778	5336.969	55.697	64.027
1037	928.424	91.083	49.357	31.15	9123.952	62.846	43.63
1038	928.273	92.033	47.824	32.841	9262.769	66.308	46.054
1039	894.719	91.662	48.376	32.085	9237.857	61.242	41.913
1040	2326.676	217.495	105.38	81.743	52055.225	109.711	30.265
1041	741.343	95.202	50.964	35.294	9985.726	66.471	44.267
1042	753.871	94.139	50.862	34.64	9788.885	63.776	42.61
1043	764.433	95.662	51.872	36.797	10137.412	64.73	42.61
1044	797.857	92.793	52.132	34.662	9546.159	65.043	44.507
1045	596.981	169.383	52.701	34.19	29416.366	152.736	64.422
1046	755.637	299.226	53.417	33.575	90820.067	117.784	23.204
1047	631.081	170.324	52.944	33.075	29721.506	152.101	63.253
1048	921.465	91.608	47.494	33.922	9226.552	61.845	42.454
1049	762.736	297.212	53.689	34.684	89645.677	112.802	22.334
1050	760.455	93.879	50.358	35.857	9732.414	65.134	43.948
1051	1558.473	170.855	86.077	51.624	32342.309	68.726	23.703
1052	809.938	94.577	52.41	34.086	9861.459	68.007	45.972
1053	745.566	96.182	52.005	35.556	10194.041	68.109	45.072
1054	787.037	94.025	52.011	34.262	9757.882	66.918	45.398
1055	775.97	96.636	51.115	35.241	10254.311	68.619	45.235
1056	770.804	95.29	51.153	34.292	10010.011	64.582	42.688
1057	761.02	93.587	52.285	33.481	9658.824	67.561	46.22
1058	776.489	96.124	51.378	33.995	10148.556	67.542	44.668
1059	706.394	94.951	50.712	34.096	9932.159	64.265	42.61
1060	858.187	95.625	50.646	34.37	10023.891	69.015	46.22
1061	796.476	93.196	51.249	33.958	9573.361	66.925	45.89
1062	720.194	96.84	51.225	34.832	10298.025	67.913	44.507
1063	913.708	90.128	48.726	32.069	8956.794	61.222	42.766
1064	949.337	92.621	48.522	33.326	9418.221	63.958	43.709
1065	896.788	93.637	48.749	32.41	9610.689	63.491	42.688
1066	935.798	91.637	48.023	32.734	9207.872	64.252	44.507
1067	942.847	93.337	48.874	32.577	9575.318	61.484	41.224
1068	746.271	96.306	51.03	34.185	10198.095	65.591	42.922
1069	798.8	92.519	52.534	34.177	9497.839	64.809	44.427
1070	587.89	182.387	49.422	35.181	33977.891	166.309	65.783
1071	778.476	95.285	52.017	34.507	9991.553	68.775	46.22
1072	701.109	95.003	53.943	33.824	9989.955	66.998	44.83
1073	749.958	166.475	51.051	34.395	28427.002	150.415	64.689
1074	1679.282	251.767	81.22	38.505	64979.37	204.416	54.292
1075	798.933	95.959	52.337	34.23	10161.944	65.606	43.157
1076	1312.879	104.296	91.955	39.346	12033.448	97.377	69.067
1077	889.542	89.632	47.24	32.232	8820.878	62.533	44.267
1078	752.515	319.28	53.116	33.742	102634.171	294.105	67.073
1079	901.663	89.772	47.988	32.144	8856.635	63.179	44.749
1080	792.594	95.219	52.869	35.272	10012.014	68.642	46.137
1081	730.827	96.391	52.452	34.634	10250.315	66.295	43.472
1082	759.276	94.477	52.388	34.401	9863.977	66.335	44.588
1083	607.358	183.008	51.775	34.075	34177.07	169.017	67.518
1084	766.594	94.86	51.471	35.745	9950.319	65.04	43.314
1085	798.297	93.228	51.257	35.577	9648.834	62.254	41.913
1086	920.147	91.192	46.976	32.951	9125.644	61.412	42.299
1087	801.483	93.168	51.217	33.648	9547.848	68.297	47.138
1088	626.729	94.335	55.178	33.303	9877.757	67.112	45.316
1089	842.276	253.581	52.721	34.704	64953.268	245.21	75.24
1090	789.769	162.602	52.588	33.511	27173.684	143.341	61.885
1091	850.454	237.155	51.407	33.013	56838.396	228.729	74.579
1092	1021.382	98.304	53.26	31.074	10608.343	66.459	42.532
1093	724.721	94.411	51.126	35.152	9821.658	67.526	45.643
1094	753.188	93.914	51.664	34.986	9726.034	68.268	46.635
1095	765.5	95.48	53.675	34.389	10112.871	64.672	42.61
1096	876.037	92.179	48.146	32.82	9334.734	61.922	42.222
1097	727.628	97.451	52.308	34.659	10452.602	67.128	43.551
1098	820.147	95.365	51.263	34.421	10000.82	67.595	45.154
1099	927.283	89.135	47.096	33.131	8766.155	59.0	41.453
1100	1887.655	297.632	62.257	43.706	89664.913	277.003	68.591
1101	749.371	93.707	52.284	34.104	9743.742	62.683	41.99
1102	761.841	93.709	51.323	35.64	9748.719	61.783	41.224
1103	449.985	327.926	39.633	37.299	108310.919	93.496	16.559
1104	754.11	94.251	53.444	33.274	9849.776	64.462	43.157
1105	754.857	92.282	51.921	34.541	9431.333	65.909	45.561
1106	725.789	95.582	52.084	35.294	10079.794	67.309	44.749
1107	730.302	92.981	52.382	36.779	9630.72	64.105	43.551
1108	770.764	95.159	51.697	36.531	10012.645	66.648	44.427
1109	951.099	89.208	48.737	31.609	8778.287	61.327	43.393
1110	735.889	94.619	53.326	33.849	9866.277	69.782	47.561
1111	693.211	96.057	50.891	35.401	10151.391	66.901	44.107
1112	793.746	94.913	52.024	34.337	9934.111	66.959	44.83
1113	730.216	95.506	53.218	34.527	10075.523	67.701	45.154
1114	785.133	92.489	51.956	33.919	9461.463	65.989	45.48
1115	677.778	95.598	54.29	34.933	10128.71	67.489	44.91
1116	903.672	90.853	46.93	33.181	9074.819	59.971	41.3
1117	587.598	331.839	38.887	33.994	110724.004	301.88	65.505
1118	838.347	102.492	48.975	34.898	11334.551	77.377	49.025
1119	805.71	94.015	51.904	34.115	9753.914	66.648	45.154
1120	773.838	98.559	52.277	34.369	10631.786	71.23	46.303
1121	932.366	92.032	49.222	31.866	9333.194	60.498	41.071
1122	998.366	89.732	48.544	31.829	8864.746	62.344	44.027
1123	1825.779	216.656	76.258	46.809	48283.96	200.015	67.369
1124	894.45	89.959	47.061	33.517	8929.76	58.016	40.166
1125	737.968	94.022	51.54	34.802	9772.999	65.078	43.789
1126	738.137	95.677	51.619	32.825	10007.427	71.175	48.073
1127	2173.113	32.16	77.209	47.466	2010.498	29.346	65.923
1128	851.998	238.055	52.296	32.722	57253.651	230.62	75.696
1129	742.033	96.015	51.219	35.746	10148.055	67.818	44.91
1130	825.044	98.191	50.899	34.613	10577.192	65.951	42.222
1131	768.224	96.136	52.103	34.222	10167.087	68.004	44.991
1132	876.072	91.124	48.348	32.031	9118.913	62.995	43.709
1133	765.683	94.847	52.685	34.869	9952.146	66.286	44.347
1134	842.841	94.498	50.705	34.906	9853.206	64.436	43.0
1135	765.426	93.633	51.674	34.161	9686.929	65.429	44.347
1136	824.39	97.418	52.301	34.338	10415.623	69.605	45.561
1137	896.902	91.731	48.086	33.558	9259.01	61.83	42.377
1138	941.66	90.511	48.426	32.628	9039.259	60.048	41.529
1139	933.026	90.169	49.818	31.243	8929.062	65.978	47.054
1140	729.263	94.618	52.324	34.649	9885.329	67.181	45.235
1141	808.429	94.524	51.614	33.383	9827.776	67.446	45.561
1142	424.273	329.069	39.98	37.347	109079.452	60.214	10.545
1143	746.118	96.69	52.342	34.285	10272.982	69.156	45.643
1144	739.954	93.442	51.352	33.707	9640.463	64.92	44.027
1145	917.574	84.77	47.525	40.437	8170.006	42.393	30.0
1146	853.704	237.252	53.406	32.722	56870.421	230.575	76.41
1147	778.581	94.939	51.521	34.84	9925.82	67.911	45.643
1148	756.639	322.019	34.009	31.202	104264.606	98.618	17.818
1149	771.682	93.809	51.163	35.951	9748.9	64.051	43.079
1150	759.041	95.123	52.398	33.622	10004.8	64.013	42.299
1151	865.127	91.288	47.997	33.016	9178.464	60.229	41.3
1152	780.195	94.706	51.083	35.392	9882.579	67.523	45.48
1153	971.697	316.507	88.794	38.775	100926.087	316.486	90.0
1154	707.675	94.674	53.216	35.007	9918.376	67.632	45.561
1155	917.85	318.342	88.541	37.935	102064.691	318.023	87.437
1156	724.414	93.025	51.88	34.471	9570.442	66.185	45.316
1157	790.983	93.69	50.439	35.844	9710.881	63.525	42.688
1158	774.563	95.328	52.87	33.734	10040.706	65.764	43.63
1159	748.513	93.86	52.239	33.418	9702.586	68.266	46.635
1160	786.641	93.877	51.765	33.843	9739.739	64.684	43.551
1161	770.92	94.935	52.777	33.894	9948.902	67.013	44.91
1162	807.863	94.521	51.278	34.469	9820.503	69.036	46.886
1163	938.971	92.034	48.882	32.983	9386.089	54.63	36.441
1164	807.447	93.453	52.213	33.288	9665.813	64.133	43.314
1165	937.422	91.457	48.563	32.618	9196.375	62.864	43.393
1166	940.844	90.076	47.222	33.26	8923.628	61.817	43.314
1167	696.358	92.891	52.544	34.362	9539.909	67.824	46.886
1168	777.681	93.651	52.492	35.069	9718.346	65.975	44.749
1169	711.951	96.241	52.127	34.36	10183.754	68.684	45.561
1170	830.534	97.125	52.416	33.975	10356.366	69.297	45.48
1171	747.791	94.985	51.902	35.225	9986.984	64.062	42.377
1172	783.123	93.239	52.325	33.586	9622.495	64.926	44.107
1173	978.828	90.603	48.812	32.161	9046.454	61.546	42.766
1174	938.953	93.876	49.502	31.902	9659.22	64.493	43.393
1175	738.226	91.568	51.413	35.404	9356.555	59.512	40.542
1176	807.369	93.437	52.702	33.14	9668.759	64.49	43.63
1177	930.694	89.829	47.466	31.917	8855.559	62.833	44.347
1178	952.928	91.051	47.648	33.475	9138.401	59.287	40.617
1179	920.04	92.288	48.332	32.015	9340.781	62.904	43.0
1180	778.799	93.807	51.979	35.286	9742.521	65.723	44.507
1181	1173.967	258.141	51.968	30.437	67148.223	250.72	76.168
1182	734.681	94.502	50.287	36.759	9856.139	66.437	44.668
1183	638.669	181.974	52.161	33.774	33784.044	169.317	68.435
1184	813.714	94.837	52.42	34.537	9897.661	70.111	47.646
1185	798.403	95.254	51.445	34.518	9984.992	67.537	45.154
1186	951.424	84.633	47.954	39.874	8150.411	43.578	30.997
1187	824.489	92.66	52.426	35.191	9510.034	67.475	46.719
1188	492.017	326.293	39.375	36.078	107230.301	88.579	15.724
1189	463.227	324.642	40.47	36.231	106180.289	135.357	24.645
1190	838.545	94.176	50.639	35.19	9761.078	67.967	46.22
1191	767.028	92.385	52.624	34.049	9460.907	65.81	45.398
1192	806.527	95.413	52.326	34.356	10044.173	66.644	44.267
1193	790.373	93.244	51.813	34.648	9614.483	66.161	45.235
1194	469.448	330.024	38.302	36.399	109621.707	196.568	36.584
1195	789.947	97.484	51.916	35.139	10419.002	71.032	46.803
1196	740.57	96.235	51.266	34.978	10209.538	64.665	42.222
1197	2926.96	45.69	138.794	39.646	3169.867	44.174	75.24
1198	745.924	94.133	52.201	35.484	9822.437	64.958	43.63
1199	908.962	91.39	49.015	31.421	9181.685	62.463	43.079
1200	892.278	254.595	51.482	33.312	65434.796	243.778	73.335
1201	732.682	92.997	52.547	33.322	9560.749	66.349	45.48
1202	739.82	94.053	51.693	33.496	9751.108	66.26	44.749
1203	716.178	97.439	53.835	35.321	10461.589	70.539	46.386
1204	783.029	94.777	52.708	33.972	9915.287	67.191	45.154
1205	779.976	94.211	52.145	35.241	9821.761	66.052	44.507
1206	526.644	336.312	40.55	35.472	113852.959	205.885	37.734
1207	827.203	95.803	52.743	34.267	10122.104	67.455	44.749
1208	709.186	229.676	53.517	34.37	54012.729	98.724	25.468
1209	911.698	89.456	46.715	32.96	8803.229	60.45	42.532
1210	757.348	95.079	51.074	35.66	9974.297	65.955	43.948
1211	1013.796	89.942	48.592	32.164	8899.909	63.407	44.83
1212	4107.685	170.075	143.492	42.886	34646.87	111.2	40.844
1213	804.278	92.137	50.576	35.634	9390.834	65.908	45.643
1214	727.511	97.866	51.567	35.077	10506.801	69.036	44.83
1215	815.909	91.405	47.85	31.757	9166.951	61.85	42.61
1216	702.481	96.097	52.576	34.773	10226.082	63.316	41.224
1217	791.923	95.258	52.316	34.829	10016.998	66.969	44.668
1218	765.148	93.263	51.212	35.217	9661.859	60.823	40.693
1219	757.477	92.618	50.911	35.0	9495.789	64.269	43.948
1220	967.984	92.171	49.127	31.711	9326.247	63.614	43.63
1221	809.172	97.01	52.094	35.061	10380.247	65.434	42.454
1222	758.224	92.381	51.219	35.147	9474.145	62.742	42.766
1223	740.946	93.414	53.36	33.979	9641.896	68.862	47.476
1224	2063.787	200.872	84.423	46.468	41937.35	177.726	62.252
1225	889.01	90.004	48.507	31.839	8922.052	61.583	43.157
1226	778.898	94.459	51.698	35.634	9892.332	63.19	41.99
1227	1742.693	168.882	84.416	51.107	31607.562	62.561	21.716
1228	881.747	307.163	51.657	34.199	95273.165	225.93	47.392
1229	841.568	94.202	51.432	35.879	9838.351	63.223	42.144
1230	907.154	89.758	48.31	31.673	8872.078	61.269	43.079
1231	744.791	94.345	49.83	37.012	9822.228	66.021	44.427
1232	908.256	90.702	47.843	33.934	9092.288	58.114	39.866
1233	723.706	95.872	53.633	33.208	10133.005	68.183	45.316
1234	743.886	95.383	50.318	35.187	10000.328	66.965	44.588
1235	740.322	93.165	50.789	36.001	9657.62	58.93	39.272
1236	1635.938	267.779	116.354	35.572	72777.414	257.842	74.365
1237	794.117	93.211	51.598	35.722	9625.549	65.596	44.749
1238	694.101	94.251	53.809	34.236	9857.595	65.802	44.267
1239	708.833	96.957	52.136	34.566	10327.676	69.052	45.398
1240	786.304	94.703	50.8	36.869	9945.348	61.837	40.768
1241	875.728	90.878	48.02	32.629	9068.209	63.596	44.427
1242	749.587	94.413	52.551	34.92	9867.117	65.975	44.347
1243	789.402	295.434	52.956	34.055	88547.403	116.009	23.141
1244	906.563	89.835	47.686	32.343	8878.038	61.611	43.314
1245	698.585	95.425	52.484	34.193	10059.928	65.481	43.314
1246	683.41	97.347	53.844	35.512	10448.159	70.368	46.303
1247	735.942	96.871	49.962	35.36	10289.411	67.121	43.868
1248	472.54	327.258	37.99	36.049	107810.501	101.017	17.999
1249	777.845	95.62	51.67	34.582	10081.407	65.761	43.472
1250	858.936	294.688	51.132	36.333	88043.897	113.572	22.644
1251	1512.372	183.152	82.214	45.166	34802.767	172.699	70.562
1252	1741.944	159.933	86.21	50.636	28743.64	61.088	22.458
1253	731.265	95.672	52.326	34.84	10077.874	69.109	46.22
1254	702.501	95.543	52.413	35.233	10079.714	67.23	44.749
1255	948.394	89.873	47.511	32.857	8909.607	58.941	40.996
1256	775.951	93.815	52.2	34.199	9726.692	66.301	44.991
1257	763.49	95.424	51.329	36.048	10063.709	64.921	42.844
1258	1503.728	104.901	93.4	39.203	12288.906	95.881	66.064
1259	1450.88	101.722	90.752	38.451	11539.684	93.541	66.926
1260	730.502	93.271	50.812	34.886	9643.19	61.427	41.224
1261	772.267	93.047	50.206	36.086	9568.704	65.46	44.749
1262	564.341	331.077	40.038	36.296	110363.365	191.265	35.31
1263	922.602	88.905	47.838	33.05	8744.838	58.48	41.148
1264	1742.876	156.164	87.827	50.128	27593.821	64.19	24.268
1265	1514.735	101.553	90.656	38.724	11478.555	93.993	67.82
1266	1643.927	115.508	98.013	37.656	15061.846	98.426	58.43
1267	699.049	96.405	52.448	33.78	10242.77	66.071	43.236
1268	886.003	316.467	88.644	38.713	100908.611	315.941	86.376
1269	745.268	95.651	50.244	36.358	10082.279	65.452	43.157
1270	748.595	296.317	53.351	33.592	89096.244	111.225	22.024
1271	903.966	90.349	48.579	32.508	9007.1	60.506	42.067
1272	820.177	94.617	51.447	34.399	9890.068	64.181	42.688
1273	474.038	326.958	39.032	36.204	107657.166	59.77	10.545
1274	828.296	238.213	50.382	33.637	57365.272	228.296	73.335
1275	759.103	92.909	52.048	34.406	9563.917	64.926	44.347
1276	733.433	94.23	53.412	35.071	9814.97	69.499	47.561
1277	740.583	94.266	50.572	36.682	9787.35	69.759	47.731
1278	779.238	95.824	52.902	35.163	10132.053	68.601	45.725
1279	516.408	332.583	39.341	35.644	111343.636	176.769	32.141
1280	779.604	94.433	51.788	35.305	9839.474	67.928	45.972
1281	780.842	92.599	51.95	34.003	9493.284	65.13	44.668
1282	781.919	94.302	50.83	36.442	9866.916	61.209	40.466
1283	805.969	95.851	51.55	35.688	10159.877	63.615	41.606
1284	767.923	97.516	51.345	35.095	10405.964	71.666	47.307
1285	1395.522	104.281	93.08	39.143	12146.321	95.421	66.206
1286	729.593	228.382	51.78	34.136	53369.522	89.067	22.954
1287	713.412	95.884	54.168	34.699	10166.577	68.595	45.643
1288	1018.728	50.211	51.952	32.251	2999.748	50.09	86.376
1289	979.319	90.226	49.267	31.957	8975.509	62.387	43.709
1290	781.375	94.459	52.728	34.339	9856.581	67.356	45.48
1291	844.734	93.516	52.328	33.439	9638.717	68.141	46.803
1292	759.613	94.454	50.323	36.843	9852.209	66.009	44.347
1293	824.971	96.476	52.399	34.402	10268.212	65.731	42.922
1294	942.983	314.081	88.621	39.131	99411.354	313.995	90.0
1295	609.418	181.325	49.185	34.66	33579.221	164.602	65.23
1296	784.675	226.092	50.697	35.417	52282.359	91.21	23.766
1297	753.441	97.494	52.809	34.869	10477.729	67.058	43.472
1298	701.494	93.862	49.843	36.059	9764.369	59.275	39.198
1299	750.037	97.558	52.673	34.623	10472.707	68.119	44.267
1300	773.706	95.705	52.099	33.978	10060.114	69.583	46.635
1301	952.173	89.642	46.899	32.999	8808.595	64.745	46.22
1302	732.115	95.612	52.247	35.456	10099.971	66.503	44.107
1303	1397.694	247.89	106.211	36.046	64822.983	163.629	41.3
1304	769.389	94.054	50.722	36.074	9827.558	59.049	38.903
1305	754.516	93.053	52.082	33.574	9551.181	67.578	46.552
1306	780.787	95.116	52.107	33.583	9985.77	64.952	43.079
1307	811.651	92.156	51.111	34.661	9395.836	65.371	45.154
1308	753.063	94.693	51.839	34.507	9910.209	64.82	43.236
1309	775.351	94.237	51.074	34.651	9814.316	63.675	42.532
1310	745.842	96.573	52.072	34.816	10271.394	67.194	44.107
1311	768.912	94.861	52.22	34.164	9923.337	67.187	45.072
1312	796.372	93.189	52.234	34.545	9635.392	63.909	43.314
1313	892.753	51.484	54.129	33.369	3172.879	51.002	82.307
1314	718.788	96.641	52.967	33.718	10281.416	68.014	44.749
1315	1401.092	108.4	94.753	39.132	13145.711	97.48	64.027
1316	771.694	93.821	50.575	35.549	9743.207	62.57	41.836
1317	612.758	168.11	52.816	33.827	28956.996	153.975	66.348
1318	616.329	168.312	53.92	34.751	29061.419	154.013	66.206
1319	819.57	94.943	52.102	34.851	9957.525	66.201	44.187
1320	929.976	91.472	47.426	32.207	9168.574	62.714	43.314
1321	2129.931	66.373	117.931	34.022	7861.443	38.474	35.451
1322	576.979	177.715	48.152	35.516	32272.3	166.137	69.228
1323	748.073	96.36	52.597	34.198	10195.397	70.589	47.138
1324	705.272	97.14	52.302	35.233	10417.292	65.101	42.067
1325	756.123	96.137	51.927	34.181	10175.817	66.673	43.948
1326	696.902	98.232	51.61	34.918	10588.221	68.126	43.948
1327	917.066	202.636	52.576	31.081	42419.392	8.887	2.522
1328	748.183	93.509	51.81	34.632	9659.099	66.825	45.643
1329	752.823	95.981	50.883	35.605	10120.478	69.029	45.972
1330	479.649	327.331	39.334	36.888	107894.173	159.62	29.209
1331	842.557	89.877	47.847	31.924	8884.459	61.546	43.236
1332	1683.306	209.749	80.084	50.835	45598.923	190.126	64.958
1333	471.702	326.11	39.817	36.685	107123.058	113.548	20.365
1334	875.76	92.886	48.559	31.795	9444.705	64.358	43.868
1335	760.481	96.175	51.186	35.5	10190.138	66.163	43.472
1336	753.271	94.154	51.413	35.799	9843.018	61.409	40.693
1337	924.628	90.197	48.881	31.737	8963.147	61.853	43.314
1338	807.674	95.395	51.134	34.605	10007.959	67.45	44.991
1339	921.838	92.059	47.906	32.9	9310.929	61.462	41.913
1340	886.676	89.615	47.608	32.723	8854.758	59.9	41.913
1341	507.755	327.667	39.652	36.571	108114.263	178.67	33.025
1342	896.452	90.818	49.286	31.164	9082.936	61.773	42.844
1343	1103.963	174.555	48.351	36.256	31201.429	159.653	66.206
1344	788.686	97.238	51.751	34.962	10382.547	68.981	45.154
1345	879.933	91.207	46.682	34.441	9160.876	58.568	39.941
1346	635.765	320.262	39.305	36.855	103247.273	315.777	80.401
1347	495.486	332.188	40.117	36.71	111123.555	151.513	27.129
1348	731.499	94.649	52.265	33.908	9878.894	67.153	45.154
1349	940.299	92.398	47.967	32.786	9368.239	62.345	42.454
1350	1715.867	105.438	90.499	37.272	13929.331	55.062	31.467
1351	798.229	96.515	52.028	33.921	10255.712	66.13	43.236
1352	749.661	95.427	51.9	35.608	10052.554	67.0	44.588
1353	793.644	94.502	50.988	34.395	9859.897	63.733	42.377
1354	1726.239	166.082	85.847	51.523	30706.485	67.085	23.828
1355	3399.891	53.798	127.587	82.071	6165.85	42.791	52.655
1356	771.138	91.448	50.544	36.448	9338.353	57.777	39.198
1357	782.846	95.15	52.082	33.299	9971.124	66.543	44.347
1358	877.205	319.328	51.821	35.29	102699.052	294.263	67.22
1359	791.745	93.518	51.118	35.818	9670.162	66.19	45.072
1360	1034.837	319.375	78.185	37.633	102707.824	319.275	90.0
1361	722.991	95.333	53.156	33.883	10042.171	66.574	44.267
1362	795.586	96.831	52.071	34.767	10299.2	69.519	45.89
1363	809.801	93.701	51.729	33.602	9675.437	67.113	45.725
1364	503.111	324.777	38.962	36.535	106201.019	202.015	38.462
1365	1362.327	104.655	90.978	39.79	12133.223	97.321	68.435
1366	496.717	329.683	38.183	36.818	109411.602	110.862	19.633
1367	842.373	91.886	50.249	34.987	9348.398	63.292	43.551
1368	916.576	92.57	49.451	31.552	9401.887	64.275	43.948
1369	489.249	333.022	39.313	36.332	111641.555	179.073	32.548
1370	792.648	93.884	49.945	35.214	9726.786	63.565	42.61
1371	769.785	94.139	51.333	34.244	9766.063	66.742	45.154
1372	445.084	327.356	40.1	36.669	107962.833	3.083	0.516
1373	723.1	93.633	51.648	34.085	9650.445	68.753	47.223
1374	910.259	92.276	48.059	31.648	9352.73	59.917	40.466
1375	940.013	89.337	48.164	31.23	8781.233	61.601	43.63
1376	904.18	89.064	47.719	32.944	8781.457	56.989	39.792
1377	732.211	96.174	53.576	33.743	10204.198	67.856	44.91
1378	793.354	93.241	50.964	35.046	9624.687	63.55	43.0
1379	739.345	95.323	51.912	33.89	10011.267	66.437	44.187
1380	462.163	323.729	41.357	36.961	105641.405	80.719	14.418
1381	495.002	327.756	39.368	36.451	108195.245	28.372	4.991
1382	843.885	93.42	47.847	32.245	9565.729	60.95	40.693
1383	719.376	94.131	53.58	34.077	9814.463	66.79	45.235
1384	735.291	93.071	51.432	37.403	9647.141	62.584	42.222
1385	886.747	91.452	47.655	31.832	9183.952	60.442	41.376
1386	780.163	93.119	51.083	35.816	9578.329	67.662	46.635
1387	734.769	92.961	52.228	34.236	9531.372	69.002	47.902
1388	757.046	92.358	51.136	35.371	9455.332	64.441	44.267
1389	798.783	93.513	52.34	35.031	9680.355	66.634	45.48
1390	712.48	320.542	54.643	33.896	103479.077	291.239	65.368
1391	796.076	95.179	50.455	36.662	10024.534	62.113	40.768
1392	925.282	90.422	48.658	31.935	9026.096	59.291	40.996
1393	706.081	94.636	51.306	34.656	9839.153	69.809	47.561
1394	498.447	326.684	39.669	36.329	107495.855	94.725	16.858
1395	831.143	96.115	52.049	34.408	10139.148	70.428	47.138
1396	790.247	95.179	51.908	33.525	9965.944	67.49	45.154
1397	1040.187	83.228	43.945	37.083	7781.416	38.145	27.258
1398	725.417	97.73	51.682	34.42	10501.141	65.947	42.454
1399	982.063	90.397	48.564	31.824	8992.319	62.081	43.393
1400	912.857	92.042	47.846	32.622	9286.768	63.381	43.551
1401	876.775	95.431	52.261	34.934	10032.715	68.822	46.137
1402	682.028	96.017	53.417	33.935	10147.932	69.926	46.719
1403	716.975	97.219	53.867	34.046	10401.532	70.1	46.137
1404	722.961	227.711	53.802	34.19	53136.716	93.943	24.393
1405	863.428	92.655	51.167	34.159	9496.528	64.258	43.948
1406	1706.92	171.302	85.381	49.86	32504.601	61.972	21.223
1407	759.126	95.98	50.655	36.238	10149.697	66.179	43.63
1408	794.873	97.034	51.909	34.577	10358.238	67.002	43.709
1409	919.326	92.258	48.534	32.048	9342.998	62.59	42.688
1410	771.568	93.471	50.402	36.103	9670.688	63.612	42.922
1411	593.231	182.034	52.036	33.929	33789.321	171.946	70.909
1412	1681.343	108.761	90.72	38.871	13194.147	96.981	63.126
1413	758.688	94.646	51.856	33.186	9839.97	68.751	46.552
1414	803.986	94.887	52.01	34.333	9960.752	63.746	42.222
1415	775.079	94.88	50.982	36.405	9974.545	62.308	41.071
1416	526.473	330.602	38.192	37.051	109991.578	289.976	61.283
1417	899.063	93.253	49.355	32.798	9539.941	65.281	44.427
1418	790.291	94.121	52.15	33.575	9733.815	70.098	48.159
1419	936.876	90.569	48.134	31.68	9005.906	62.83	43.948
1420	769.76	94.479	50.273	34.737	9796.916	68.834	46.803
1421	466.627	329.876	38.637	37.259	109544.656	190.723	35.31
1422	697.456	92.751	51.033	34.906	9508.496	65.796	45.154
1423	713.582	144.935	51.825	34.889	22273.739	32.575	13.003
1424	6985.051	148.416	116.911	85.321	27874.754	38.094	14.892
1425	875.194	90.858	47.076	33.128	9083.783	59.264	40.693
1426	497.168	324.327	39.176	37.873	105931.128	212.417	40.92
1427	748.051	94.545	49.703	36.858	9878.992	62.82	41.606
1428	989.317	89.885	48.684	31.855	8900.71	61.955	43.551
1429	767.273	95.55	52.191	34.95	10058.695	68.466	45.807
1430	847.966	93.557	51.569	33.865	9671.703	64.794	43.868
1431	787.669	94.357	52.375	34.364	9834.673	66.786	45.072
1432	479.003	326.845	38.821	36.302	107572.817	82.177	14.537
1433	849.05	92.127	51.883	34.639	9402.637	65.875	45.643
1434	739.218	229.84	52.456	33.881	54048.133	96.103	24.708
1435	1062.713	236.372	49.274	31.817	56405.037	231.369	78.237
