channel	pmt	cluster	global_number	gain	k_adc	rel_sens	code_per_pe	x	y	cur_count_rate_channel	amplitude	ignore_status
41 26 13 741 0.934 5.83 1.072 2.562 332.6 137.77 20 0 0
42 19 13 545 0.91 1.193 1.063 12.205 316.63 215.52 21 0 0
43 19 13 545 0.91 6.453 1.063 2.257 316.63 215.52 21 0 0
44 27 13 769 1.195 1.265 0.895 15.106 356.4 119.5 22 0 0
45 27 13 769 1.195 5.819 0.895 3.285 356.4 119.5 22 0 0
46 20 13 573 1.092 1.117 1.095 15.654 340.43 197.25 23 0 0
47 20 13 573 1.092 6.3 1.095 2.774 340.43 197.25 23 0 0
48 28 13 797 1.172 1.165 1.024 16.094 352.48 89.76 24 0 0
49 28 13 797 1.172 5.335 1.024 3.513 352.48 89.76 24 0 0
50 21 13 601 1.238 1.203 0.949 16.458 336.51 167.51 25 0 0
51 21 13 601 1.238 6.682 0.949 2.963 336.51 167.51 25 0 0
52 23 13 657 1.483 1.188 0.69 19.981 324.77 78.28 26 0 0
53 23 13 657 1.483 5.734 0.69 4.139 324.77 78.28 26 0 0
54 16 13 461 1.028 1.162 0.863 14.148 308.8 156.03 27 0 0
55 16 13 461 1.028 5.065 0.863 3.246 308.8 156.03 27 0 0
56 22 13 629 1.272 1.207 0.934 16.85 328.68 108.02 28 0 0
57 22 13 629 1.272 6.0 0.934 3.391 328.68 108.02 28 0 0
58 15 13 433 0.852 1.116 0.914 12.205 312.71 185.77 29 0 0
59 15 13 433 0.852 5.456 0.914 2.497 312.71 185.77 29 0 0
4 1 14 42 0.829 1.214 0.963 10.928 178.05 158.11 2 0 0
5 1 14 42 0.829 4.989 0.963 2.66 178.05 158.11 2 0 0
6 8 14 238 0.886 1.186 1.092 11.949 162.08 235.86 3 0 0
7 8 14 238 0.886 7.237 1.092 1.958 162.08 235.86 3 0 0
8 5 14 154 1.063 1.309 0.88 12.993 181.96 187.86 4 0 0
9 5 14 154 1.063 5.938 0.88 2.864 181.96 187.86 4 0 0
10 12 14 350 1.788 1.21 0.604 23.649 165.99 265.61 5 0 0
11 12 14 350 1.788 5.389 0.604 5.308 165.99 265.61 5 0 0
12 4 14 126 1.144 1.201 1.035 15.235 154.25 176.38 6 0 0
13 4 14 126 1.144 5.562 1.035 3.29 154.25 176.38 6 0 0
14 11 14 322 0.89 1.217 1.05 11.698 138.28 254.13 7 0 0
15 11 14 322 0.89 6.157 1.05 2.312 138.28 254.13 7 0 0
16 3 14 98 0.907 1.127 0.366 12.874 150.33 146.63 8 0 0
17 3 14 98 0.907 5.68 0.366 2.555 150.33 146.63 8 0 0
18 10 14 294 0.928 1.233 1.297 12.036 134.36 224.38 9 0 0
19 10 14 294 0.928 6.365 1.297 2.332 134.36 224.38 9 0 0
20 2 14 70 0.885 1.186 1.0 11.932 174.13 128.37 10 0 0
21 2 14 70 0.885 5.048 1.0 2.804 174.13 128.37 10 0 0
22 9 14 266 1.014 1.326 0.894 12.232 158.16 206.12 11 0 0
23 9 14 266 1.014 5.128 0.894 3.164 158.16 206.12 11 0 0
24 7 14 210 0.876 1.172 0.937 11.956 201.85 139.85 12 0 0
25 7 14 210 0.876 4.66 0.937 3.007 201.85 139.85 12 0 0
26 14 14 406 0.996 1.133 0.938 14.062 185.88 217.6 13 0 0
27 14 14 406 0.996 6.404 0.938 2.488 185.88 217.6 13 0 0
28 6 14 182 1.075 1.278 0.905 13.462 205.76 169.59 14 0 0
29 6 14 182 1.075 4.554 0.905 3.777 205.76 169.59 14 0 0
30 13 14 378 1.099 1.26 1.017 13.948 189.79 247.34 15 0 0
31 13 14 378 1.099 5.639 1.017 3.118 189.79 247.34 15 0 0
32 24 14 686 1.101 1.162 1.134 15.166 209.68 199.34 16 0 0
33 24 14 686 1.101 6.549 1.134 2.691 209.68 199.34 16 0 0
34 17 14 490 1.079 1.172 0.953 14.727 193.71 277.09 17 0 0
35 17 14 490 1.079 5.277 0.953 3.271 193.71 277.09 17 0 0
36 25 14 714 1.254 1.19 0.895 16.854 213.59 229.08 18 0 0
37 25 14 714 1.254 4.272 0.895 4.696 213.59 229.08 18 0 0
38 18 14 518 0.961 1.126 0.89 13.651 197.62 306.83 19 0 0
39 18 14 518 0.961 5.271 0.89 2.917 197.62 306.83 19 0 0
40 26 14 742 1.036 1.126 0.787 14.717 241.31 240.56 20 0 0
41 26 14 742 1.036 5.622 0.787 2.947 241.31 240.56 20 0 0
42 19 14 546 0.915 1.119 1.087 13.091 225.34 318.31 21 0 0
43 19 14 546 0.915 4.863 1.087 3.012 225.34 318.31 21 0 0
44 27 14 770 1.122 1.176 0.969 15.269 265.11 222.3 22 0 0
45 27 14 770 1.122 6.263 0.969 2.868 265.11 222.3 22 0 0
46 20 14 574 0.992 1.158 0.929 13.707 249.14 300.05 23 0 0
47 20 14 574 0.992 5.131 0.929 3.095 249.14 300.05 23 0 0
48 28 14 798 0.906 1.236 1.05 11.731 261.19 192.55 24 0 0
49 28 14 798 0.906 5.232 1.05 2.77 261.19 192.55 24 0 0
50 21 14 602 1.208 1.073 1.001 18.017 245.23 270.3 25 0 0
51 21 14 602 1.208 4.963 1.001 3.894 245.23 270.3 25 0 0
52 23 14 658 0.922 1.23 1.146 11.992 233.48 181.07 26 0 0
53 23 14 658 0.922 4.984 1.146 2.959 233.48 181.07 26 0 0
54 16 14 462 0.825 1.197 1.13 11.036 217.51 258.82 27 0 0
55 16 14 462 0.825 5.635 1.13 2.344 217.51 258.82 27 0 0
56 22 14 630 0.784 1.142 0.849 10.991 237.39 210.82 28 0 0
57 22 14 630 0.784 6.78 0.849 1.851 237.39 210.82 28 0 0
58 15 14 434 1.804 1.18 0.604 24.466 221.43 288.57 29 0 0
59 15 14 434 1.804 6.826 0.604 4.23 221.43 288.57 29 0 0
4 1 15 43 0.819 1.163 1.143 11.262 -241.92 152.89 2 0 0
5 1 15 43 0.819 5.71 1.143 2.294 -241.92 152.89 2 0 0
6 8 15 239 1.071 1.237 1.012 13.853 -257.89 230.63 3 0 0
7 8 15 239 1.071 7.076 1.012 2.421 -257.89 230.63 3 0 0
8 5 15 155 1.071 1.308 1.152 13.105 -238.01 182.63 4 0 0
9 5 15 155 1.071 6.312 1.152 2.715 -238.01 182.63 4 0 0
10 12 15 351 0.833 1.189 1.153 11.215 -253.98 260.38 5 0 0
11 12 15 351 0.833 6.121 1.153 2.178 -253.98 260.38 5 0 0
12 4 15 127 0.943 1.187 1.017 12.708 -265.72 171.15 6 0 0
13 4 15 127 0.943 5.18 1.017 2.913 -265.72 171.15 6 0 0
14 11 15 323 0.867 1.104 0.856 12.562 -281.69 248.9 7 0 0
15 11 15 323 0.867 5.126 0.856 2.706 -281.69 248.9 7 0 0
16 3 15 99 0.897 1.197 0.879 11.998 -269.64 141.4 8 0 0
17 3 15 99 0.897 6.427 0.879 2.234 -269.64 141.4 8 0 0
18 10 15 295 0.928 1.111 1.15 13.358 -285.61 219.15 9 0 0
19 10 15 295 0.928 5.138 1.15 2.889 -285.61 219.15 9 0 0
20 2 15 71 1.017 1.155 1.39 14.09 -245.84 123.14 10 0 0
21 2 15 71 1.017 5.684 1.39 2.863 -245.84 123.14 10 0 0
22 9 15 267 0.902 1.211 1.126 11.91 -261.81 200.89 11 0 0
23 9 15 267 0.902 6.2 1.126 2.327 -261.81 200.89 11 0 0
24 7 15 211 1.046 1.204 0.72 13.895 -218.12 134.62 12 0 0
25 7 15 211 1.046 4.863 0.72 3.441 -218.12 134.62 12 0 0
26 14 15 407 1.289 1.149 0.851 17.942 -234.09 212.37 13 0 0
27 14 15 407 1.289 5.44 0.851 3.791 -234.09 212.37 13 0 0
28 6 15 183 1.269 1.165 0.832 17.426 -214.21 164.37 14 0 0
29 6 15 183 1.269 5.578 0.832 3.641 -214.21 164.37 14 0 0
30 13 15 379 0.973 1.162 0.93 13.39 -230.17 242.12 15 0 0
31 13 15 379 0.973 4.927 0.93 3.159 -230.17 242.12 15 0 0
32 24 15 687 0.902 1.289 0.894 11.193 -210.29 194.11 16 0 0
33 24 15 687 0.902 5.484 0.894 2.631 -210.29 194.11 16 0 0
34 17 15 491 0.973 1.074 0.816 14.49 -226.26 271.86 17 0 0
35 17 15 491 0.973 6.564 0.816 2.371 -226.26 271.86 17 0 0
36 25 15 715 0.883 1.066 0.977 13.245 -206.37 223.85 18 0 0
37 25 15 715 0.883 5.776 0.977 2.446 -206.37 223.85 18 0 0
38 18 15 519 1.196 1.142 0.787 16.756 -222.34 301.6 19 0 0
39 18 15 519 1.196 5.687 0.787 3.365 -222.34 301.6 19 0 0
40 26 15 743 0.955 1.152 0.937 13.263 -178.66 235.33 20 0 0
41 26 15 743 0.955 7.894 0.937 1.936 -178.66 235.33 20 0 0
42 19 15 547 0.918 1.211 1.055 12.125 -194.63 313.08 21 0 0
43 19 15 547 0.918 5.954 1.055 2.467 -194.63 313.08 21 0 0
44 27 15 771 0.97 1.094 1.097 14.193 -154.86 217.07 22 0 0
45 27 15 771 0.97 5.639 1.097 2.753 -154.86 217.07 22 0 0
46 20 15 575 0.852 1.092 0.831 12.48 -170.83 294.82 23 0 0
47 20 15 575 0.852 7.394 0.831 1.844 -170.83 294.82 23 0 0
48 28 15 799 1.169 1.249 1.103 14.98 -158.77 187.33 24 0 0
49 28 15 799 1.169 7.187 1.103 2.602 -158.77 187.33 24 0 0
50 21 15 603 1.126 1.156 0.907 15.579 -174.74 265.08 25 0 0
51 21 15 603 1.126 5.659 0.907 3.183 -174.74 265.08 25 0 0
52 23 15 659 0.882 1.147 0.972 12.305 -186.49 175.85 26 0 0
53 23 15 659 0.882 7.003 0.972 2.015 -186.49 175.85 26 0 0
54 16 15 463 1.2 1.09 0.849 17.62 -202.46 253.6 27 0 0
55 16 15 463 1.2 5.816 0.849 3.303 -202.46 253.6 27 0 0
56 22 15 631 1.111 1.185 0.934 15.001 -182.57 205.59 28 0 0
57 22 15 631 1.111 6.75 0.934 2.633 -182.57 205.59 28 0 0
58 15 15 435 1.136 1.086 0.876 16.728 -198.54 283.34 29 0 0
59 15 15 435 1.136 5.612 0.876 3.238 -198.54 283.34 29 0 0
4 1 16 44 0.986 1.186 1.237 13.305 86.76 260.91 2 0 0
5 1 16 44 0.986 4.391 1.237 3.594 86.76 260.91 2 0 0
6 8 16 240 1.3 1.222 0.881 17.019 70.79 338.66 3 0 0
7 8 16 240 1.3 4.604 0.881 4.518 70.79 338.66 3 0 0
8 5 16 156 1.007 1.182 1.143 13.633 90.67 290.65 4 0 0
9 5 16 156 1.007 6.271 1.143 2.57 90.67 290.65 4 0 0
10 12 16 352 0.932 1.206 0.885 12.37 74.71 368.4 5 0 0
11 12 16 352 0.932 5.854 0.885 2.548 74.71 368.4 5 0 0
12 4 16 128 1.23 1.22 0.916 16.135 62.96 279.17 6 0 0
13 4 16 128 1.23 5.312 0.916 3.704 62.96 279.17 6 0 0
14 11 16 324 1.14 1.174 1.051 15.539 46.99 356.92 7 0 0
15 11 16 324 1.14 5.106 1.051 3.572 46.99 356.92 7 0 0
16 3 16 100 0.812 1.262 1.056 10.297 59.04 249.43 8 0 0
17 3 16 100 0.812 6.543 1.056 1.987 59.04 249.43 8 0 0
18 10 16 296 0.904 1.153 1.073 12.547 43.07 327.18 9 0 0
19 10 16 296 0.904 6.344 1.073 2.28 43.07 327.18 9 0 0
20 2 16 72 1.203 1.188 1.062 16.204 82.84 231.16 10 0 0
21 2 16 72 1.203 5.528 1.062 3.482 82.84 231.16 10 0 0
22 9 16 268 1.138 1.232 1.01 14.772 66.87 308.91 11 0 0
23 9 16 268 1.138 5.844 1.01 3.115 66.87 308.91 11 0 0
24 7 16 212 1.444 1.171 0.884 19.735 110.56 242.64 12 0 0
25 7 16 212 1.444 5.633 0.884 4.101 110.56 242.64 12 0 0
26 14 16 408 1.018 1.161 1.052 14.032 94.59 320.39 13 0 0
27 14 16 408 1.018 6.396 1.052 2.547 94.59 320.39 13 0 0
28 6 16 184 1.206 1.233 1.074 15.658 114.48 272.39 14 0 0
29 6 16 184 1.206 5.791 1.074 3.333 114.48 272.39 14 0 0
30 13 16 380 1.477 1.239 0.808 19.083 98.51 350.14 15 0 0
31 13 16 380 1.477 5.527 0.808 4.277 98.51 350.14 15 0 0
32 24 16 688 1.177 1.214 0.867 15.507 118.39 302.13 16 0 0
33 24 16 688 1.177 5.463 0.867 3.446 118.39 302.13 16 0 0
34 0 16 0 nan nan nan nan 0 0 0 0 0
35 0 16 0 nan nan nan nan 0 0 0 0 0
36 25 16 716 1.59 1.107 0.685 22.987 122.31 331.87 18 0 0
37 25 16 716 1.59 5.647 0.685 4.504 122.31 331.87 18 0 0
38 0 16 0 nan nan nan nan 0 0 0 0 0
39 0 16 0 nan nan nan nan 0 0 0 0 0
40 26 16 744 1.008 1.169 1.029 13.788 150.02 343.36 20 0 0
41 26 16 744 1.008 5.207 1.029 3.096 150.02 343.36 20 0 0
42 0 16 0 nan nan nan nan 0 0 0 0 0
43 0 16 0 nan nan nan nan 0 0 0 0 0
44 27 16 772 1.19 1.265 0.832 15.053 173.82 325.09 22 0 0
45 27 16 772 1.19 6.23 0.832 3.057 173.82 325.09 22 0 0
46 0 16 0 nan nan nan nan 0 0 0 0 0
47 0 16 0 nan nan nan nan 0 0 0 0 0
48 28 16 800 0.992 1.188 0.805 13.37 169.91 295.35 24 0 0
49 28 16 800 0.992 6.458 0.805 2.459 169.91 295.35 24 0 0
50 0 16 0 nan nan nan nan 0 0 0 0 0
51 0 16 0 nan nan nan nan 0 0 0 0 0
52 23 16 660 0.854 1.128 0.98 12.114 142.19 283.87 26 0 0
53 23 16 660 0.854 5.803 0.98 2.356 142.19 283.87 26 0 0
54 0 16 0 nan nan nan nan 0 0 0 0 0
55 0 16 0 nan nan nan nan 0 0 0 0 0
56 22 16 632 1.127 1.157 0.867 15.591 146.11 313.61 28 0 0
57 22 16 632 1.127 5.951 0.867 3.031 146.11 313.61 28 0 0
58 0 16 0 nan nan nan nan 0 0 0 0 0
59 0 16 0 nan nan nan nan 0 0 0 0 0
4 0 17 0 nan nan nan nan 0 0 0 0 0
5 0 17 0 nan nan nan nan 0 0 0 0 0
6 8 17 241 1.066 1.142 0.908 14.936 -221.43 -288.57 3 0 0
7 8 17 241 1.066 6.312 0.908 2.702 -221.43 -288.57 3 0 0
8 0 17 0 nan nan nan nan 0 0 0 0 0
9 0 17 0 nan nan nan nan 0 0 0 0 0
10 12 17 353 1.161 1.156 1.002 16.077 -217.51 -258.82 5 0 0
11 12 17 353 1.161 5.436 1.002 3.417 -217.51 -258.82 5 0 0
12 0 17 0 nan nan nan nan 0 0 0 0 0
13 0 17 0 nan nan nan nan 0 0 0 0 0
14 11 17 325 1.315 1.186 0.75 17.747 -245.23 -270.3 7 0 0
15 11 17 325 1.315 6.019 0.75 3.496 -245.23 -270.3 7 0 0
16 0 17 0 nan nan nan nan 0 0 0 0 0
17 0 17 0 nan nan nan nan 0 0 0 0 0
18 10 17 297 1.157 1.24 0.849 14.924 -249.14 -300.05 9 0 0
19 10 17 297 1.157 5.342 0.849 3.466 -249.14 -300.05 9 0 0
20 0 17 0 nan nan nan nan 0 0 0 0 0
21 0 17 0 nan nan nan nan 0 0 0 0 0
22 9 17 269 1.071 1.21 0.802 14.171 -225.34 -318.31 11 0 0
23 9 17 269 1.071 5.754 0.802 2.979 -225.34 -318.31 11 0 0
24 0 17 0 nan nan nan nan 0 0 0 0 0
25 0 17 0 nan nan nan nan 0 0 0 0 0
26 14 17 409 1.374 1.224 0.887 17.961 -197.62 -306.83 13 0 0
27 14 17 409 1.374 6.485 0.887 3.389 -197.62 -306.83 13 0 0
28 0 17 0 nan nan nan nan 0 0 0 0 0
29 0 17 0 nan nan nan nan 0 0 0 0 0
30 13 17 381 1.144 1.197 0.907 15.289 -193.71 -277.09 15 0 0
31 13 17 381 1.144 5.29 0.907 3.46 -193.71 -277.09 15 0 0
32 24 17 689 1.154 1.138 0.938 16.22 -173.82 -325.09 16 0 0
33 24 17 689 1.154 6.392 0.938 2.888 -173.82 -325.09 16 0 0
34 17 17 493 1.205 1.191 0.958 16.179 -189.79 -247.34 17 0 0
35 17 17 493 1.205 6.333 0.958 3.044 -189.79 -247.34 17 0 0
36 25 17 717 2.223 1.068 1.037 33.316 -169.91 -295.35 18 0 0
37 25 17 717 2.223 5.379 1.037 6.613 -169.91 -295.35 18 0 0
38 18 17 521 0.944 1.165 0.984 12.97 -185.88 -217.6 19 0 0
39 18 17 521 0.944 6.314 0.984 2.393 -185.88 -217.6 19 0 0
40 26 17 745 1.184 1.128 0.855 16.793 -142.19 -283.87 20 0 0
41 26 17 745 1.184 7.448 0.855 2.544 -142.19 -283.87 20 0 0
42 19 17 549 1.085 1.195 0.955 14.531 -158.16 -206.12 21 0 0
43 19 17 549 1.085 5.623 0.955 3.088 -158.16 -206.12 21 0 0
44 27 17 773 1.184 1.026 1.016 18.464 -118.39 -302.13 22 0 0
45 27 17 773 1.184 6.284 1.016 3.016 -118.39 -302.13 22 0 0
46 20 17 577 1.082 1.205 0.484 14.37 -134.36 -224.38 23 0 0
47 20 17 577 1.082 9.993 0.484 1.733 -134.36 -224.38 23 0 0
48 28 17 801 1.196 1.154 0.881 16.594 -122.31 -331.87 24 0 0
49 28 17 801 1.196 7.063 0.881 2.71 -122.31 -331.87 24 0 0
50 21 17 605 1.044 1.109 0.883 15.071 -138.28 -254.13 25 0 0
51 21 17 605 1.044 6.309 0.883 2.648 -138.28 -254.13 25 0 0
52 23 17 661 1.271 1.202 0.813 16.922 -150.02 -343.36 26 0 0
53 23 17 661 1.271 6.899 0.813 2.948 -150.02 -343.36 26 0 0
54 16 17 465 1.294 1.231 0.653 16.815 -165.99 -265.61 27 0 0
55 16 17 465 1.294 6.575 0.653 3.149 -165.99 -265.61 27 0 0
56 22 17 633 1.044 1.118 0.932 14.943 -146.11 -313.61 28 0 0
57 22 17 633 1.044 5.902 0.932 2.83 -146.11 -313.61 28 0 0
58 15 17 437 1.019 1.099 0.938 14.84 -162.08 -235.86 29 0 0
59 15 17 437 1.019 6.278 0.938 2.597 -162.08 -235.86 29 0 0
4 0 18 0 nan nan nan nan 0 0 0 0 0
5 0 18 0 nan nan nan nan 0 0 0 0 0
6 8 18 242 0.847 1.172 1.091 11.571 -70.79 -338.66 3 0 0
7 8 18 242 0.847 5.535 1.091 2.449 -70.79 -338.66 3 0 0
8 0 18 0 nan nan nan nan 0 0 0 0 0
9 0 18 0 nan nan nan nan 0 0 0 0 0
10 12 18 354 1.164 1.258 0.864 14.815 -66.87 -308.91 5 0 0
11 12 18 354 1.164 4.39 0.864 4.244 -66.87 -308.91 5 0 0
12 0 18 0 nan nan nan nan 0 0 0 0 0
13 0 18 0 nan nan nan nan 0 0 0 0 0
14 11 18 326 1.002 1.254 0.927 12.781 -94.59 -320.39 7 0 0
15 11 18 326 1.002 6.263 0.927 2.559 -94.59 -320.39 7 0 0
16 0 18 0 nan nan nan nan 0 0 0 0 0
17 0 18 0 nan nan nan nan 0 0 0 0 0
18 10 18 298 0.93 1.156 0.87 12.862 -98.51 -350.14 9 0 0
19 10 18 298 0.93 5.17 0.87 2.877 -98.51 -350.14 9 0 0
20 0 18 0 nan nan nan nan 0 0 0 0 0
21 0 18 0 nan nan nan nan 0 0 0 0 0
22 9 18 270 1.244 1.182 0.922 16.833 -74.71 -368.4 11 0 0
23 9 18 270 1.244 6.569 0.922 3.03 -74.71 -368.4 11 0 0
24 0 18 0 nan nan nan nan 0 0 0 0 0
25 0 18 0 nan nan nan nan 0 0 0 0 0
26 14 18 410 1.56 1.274 0.666 19.59 -46.99 -356.92 13 0 0
27 14 18 410 1.56 5.765 0.666 4.33 -46.99 -356.92 13 0 0
28 0 18 0 nan nan nan nan 0 0 0 0 0
29 0 18 0 nan nan nan nan 0 0 0 0 0
30 13 18 382 1.115 1.159 0.942 15.387 -43.07 -327.18 15 0 0
31 13 18 382 1.115 5.529 0.942 3.226 -43.07 -327.18 15 0 0
32 24 18 690 0.822 1.122 1.018 11.721 -23.19 -375.18 16 0 0
33 24 18 690 0.822 5.705 1.018 2.305 -23.19 -375.18 16 0 0
34 17 18 494 1.062 1.182 1.064 14.375 -39.16 -297.43 17 0 0
35 17 18 494 1.062 4.894 1.064 3.471 -39.16 -297.43 17 0 0
36 25 18 718 1.312 1.236 0.772 16.975 -19.27 -345.44 18 0 0
37 25 18 718 1.312 4.602 0.772 4.56 -19.27 -345.44 18 0 0
38 18 18 522 0.836 1.147 0.973 11.659 -35.24 -267.69 19 0 0
39 18 18 522 0.836 5.387 0.973 2.483 -35.24 -267.69 19 0 0
40 26 18 746 1.439 1.237 0.72 18.61 8.44 -333.96 20 0 0
41 26 18 746 1.439 4.435 0.72 5.191 8.44 -333.96 20 0 0
42 19 18 550 0.96 1.235 1.073 12.434 -7.53 -256.21 21 0 0
43 19 18 550 0.96 5.543 1.073 2.77 -7.53 -256.21 21 0 0
44 27 18 774 1.144 1.211 1.018 15.116 32.24 -352.22 22 0 0
45 27 18 774 1.144 5.598 1.018 3.269 32.24 -352.22 22 0 0
46 20 18 578 0.88 1.134 0.908 12.41 16.27 -274.47 23 0 0
47 20 18 578 0.88 6.264 0.908 2.247 16.27 -274.47 23 0 0
48 28 18 802 0.95 1.186 0.812 12.82 28.33 -381.97 24 0 0
49 28 18 802 0.95 5.32 0.812 2.858 28.33 -381.97 24 0 0
50 21 18 606 1.017 1.149 1.065 14.162 12.36 -304.22 25 0 0
51 21 18 606 1.017 5.35 1.065 3.042 12.36 -304.22 25 0 0
52 23 18 662 1.021 1.179 0.977 13.852 0.61 -393.45 26 0 0
53 23 18 662 1.021 5.935 0.977 2.752 0.61 -393.45 26 0 0
54 16 18 466 1.068 1.214 0.983 14.076 -15.36 -315.7 27 0 0
55 16 18 466 1.068 6.906 0.983 2.473 -15.36 -315.7 27 0 0
56 22 18 634 0.781 1.116 0.81 11.188 4.53 -363.7 28 0 0
57 22 18 634 0.781 5.784 0.81 2.159 4.53 -363.7 28 0 0
58 15 18 438 0.966 1.16 0.903 13.318 -11.44 -285.95 29 0 0
59 15 18 438 0.966 5.344 0.903 2.891 -11.44 -285.95 29 0 0
4 1 19 47 1.209 1.214 0.824 15.934 -123.22 258.29 2 0 0
5 1 19 47 1.209 4.883 0.824 3.963 -123.22 258.29 2 0 0
6 8 19 243 0.747 1.106 1.857 10.808 -139.19 336.04 3 0 0
7 8 19 243 0.747 5.555 1.857 2.152 -139.19 336.04 3 0 0
8 5 19 159 1.337 1.142 0.674 18.731 -119.31 288.04 4 0 0
9 5 19 159 1.337 4.836 0.674 4.424 -119.31 288.04 4 0 0
10 12 19 355 0.839 1.079 1.359 12.439 -135.28 365.79 5 0 0
11 12 19 355 0.839 4.761 1.359 2.82 -135.28 365.79 5 0 0
12 4 19 131 1.148 1.214 0.88 15.135 -147.03 276.56 6 0 0
13 4 19 131 1.148 6.116 0.88 3.004 -147.03 276.56 6 0 0
14 11 19 327 0.878 1.208 1.444 11.635 -162.99 354.31 7 0 0
15 11 19 327 0.878 5.211 1.444 2.697 -162.99 354.31 7 0 0
16 3 19 103 1.27 1.268 0.698 16.019 -150.94 246.81 8 0 0
17 3 19 103 1.27 6.084 0.698 3.339 -150.94 246.81 8 0 0
18 10 19 299 1.004 1.208 1.365 13.293 -166.91 324.56 9 0 0
19 10 19 299 1.004 5.905 1.365 2.72 -166.91 324.56 9 0 0
20 2 19 75 1.193 1.142 0.79 16.72 -127.14 228.55 10 0 0
21 2 19 75 1.193 5.733 0.79 3.33 -127.14 228.55 10 0 0
22 9 19 271 1.144 1.196 1.37 15.302 -143.11 306.3 11 0 0
23 9 19 271 1.144 6.067 1.37 3.017 -143.11 306.3 11 0 0
24 7 19 215 1.25 1.276 0.769 15.679 -99.42 240.03 12 0 0
25 7 19 215 1.25 5.442 0.769 3.676 -99.42 240.03 12 0 0
26 14 19 411 1.079 1.296 0.726 13.317 -115.39 317.78 13 0 0
27 14 19 411 1.079 7.806 0.726 2.212 -115.39 317.78 13 0 0
28 6 19 187 1.169 1.169 0.878 16.003 -95.51 269.77 14 0 0
29 6 19 187 1.169 6.517 0.878 2.87 -95.51 269.77 14 0 0
30 13 19 383 1.096 1.208 1.412 14.505 -111.48 347.52 15 0 0
31 13 19 383 1.096 5.365 1.412 3.267 -111.48 347.52 15 0 0
32 24 19 691 0.901 1.157 1.019 12.466 -91.59 299.52 16 0 0
33 24 19 691 0.901 6.641 1.019 2.172 -91.59 299.52 16 0 0
34 0 19 0 nan nan nan nan 0 0 0 0 0
35 0 19 0 nan nan nan nan 0 0 0 0 0
36 25 19 719 1.031 1.121 1.241 14.719 -87.68 329.26 18 0 0
37 25 19 719 1.031 5.153 1.241 3.201 -87.68 329.26 18 0 0
38 0 19 0 nan nan nan nan 0 0 0 0 0
39 0 19 0 nan nan nan nan 0 0 0 0 0
40 26 19 747 1.213 1.111 1.031 17.47 -59.96 340.74 20 0 0
41 26 19 747 1.213 5.588 1.031 3.475 -59.96 340.74 20 0 0
42 0 19 0 nan nan nan nan 0 0 0 0 0
43 0 19 0 nan nan nan nan 0 0 0 0 0
44 27 19 775 0.942 1.136 1.115 13.266 -36.16 322.48 22 0 0
45 27 19 775 0.942 6.464 1.115 2.33 -36.16 322.48 22 0 0
46 0 19 0 nan nan nan nan 0 0 0 0 0
47 0 19 0 nan nan nan nan 0 0 0 0 0
48 28 19 803 1.075 1.228 1.161 14.013 -40.08 292.74 24 0 0
49 28 19 803 1.075 4.812 1.161 3.575 -40.08 292.74 24 0 0
50 0 19 0 nan nan nan nan 0 0 0 0 0
51 0 19 0 nan nan nan nan 0 0 0 0 0
52 23 19 663 0.847 1.173 1.074 11.55 -67.79 281.25 26 0 0
53 23 19 663 0.847 5.245 1.074 2.583 -67.79 281.25 26 0 0
54 0 19 0 nan nan nan nan 0 0 0 0 0
55 0 19 0 nan nan nan nan 0 0 0 0 0
56 22 19 635 0.823 1.249 1.052 10.546 -63.88 311.0 28 0 0
57 22 19 635 0.823 5.989 1.052 2.198 -63.88 311.0 28 0 0
58 0 19 0 nan nan nan nan 0 0 0 0 0
59 0 19 0 nan nan nan nan 0 0 0 0 0
4 1 20 48 0.836 1.15 0.879 11.629 -360.62 47.48 2 0 0
5 1 20 48 0.836 5.782 0.879 2.313 -360.62 47.48 2 0 0
6 0 20 0 nan nan nan nan 0 0 0 0 0
7 0 20 0 nan nan nan nan 0 0 0 0 0
8 5 20 160 0.899 1.213 0.944 11.858 -356.7 77.22 4 0 0
9 5 20 160 0.899 6.404 0.944 2.247 -356.7 77.22 4 0 0
10 0 20 0 nan nan nan nan 0 0 0 0 0
11 0 20 0 nan nan nan nan 0 0 0 0 0
12 4 20 132 0.831 1.19 1.125 11.178 -384.42 65.74 6 0 0
13 4 20 132 0.831 5.7 1.125 2.334 -384.42 65.74 6 0 0
14 0 20 0 nan nan nan nan 0 0 0 0 0
15 0 20 0 nan nan nan nan 0 0 0 0 0
16 3 20 104 0.921 1.183 0.85 12.46 -388.34 36.0 8 0 0
17 3 20 104 0.921 5.217 0.85 2.825 -388.34 36.0 8 0 0
18 0 20 0 nan nan nan nan 0 0 0 0 0
19 0 20 0 nan nan nan nan 0 0 0 0 0
20 2 20 76 0.884 1.105 1.073 12.802 -364.53 17.73 10 0 0
21 2 20 76 0.884 5.281 1.073 2.678 -364.53 17.73 10 0 0
22 0 20 0 nan nan nan nan 0 0 0 0 0
23 0 20 0 nan nan nan nan 0 0 0 0 0
24 7 20 216 0.868 1.175 1.186 11.825 -336.82 29.21 12 0 0
25 7 20 216 0.868 5.62 1.186 2.472 -336.82 29.21 12 0 0
26 0 20 0 nan nan nan nan 0 0 0 0 0
27 0 20 0 nan nan nan nan 0 0 0 0 0
